code,chapter_prefix,chapter_name,parent,title,description,synonyms,level
A82,A,Certain infectious and parasitic diseases,,Sepsis (category),Sepsis within Certain infectious and parasitic diseases. Category-level grouping.,sepsis|Sepsis disorder|Sepsis disease,category
I38.003,I,Diseases of the circulatory system,I38,Heart failure - variant 003,Heart failure - variant 003 specific presentation or complication.,heart failure - variant 003|heart|unspecified,leaf
I66.003,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 003,Cerebrovascular disease - variant 003 specific presentation or complication.,cerebrovascular disease - variant 003|cerebrovascular|unspecified,leaf
I22.003,I,Diseases of the circulatory system,I22,Arrhythmia - variant 003,Arrhythmia - variant 003 specific presentation or complication.,arrhythmia - variant 003|arrhythmia|unspecified,leaf
J52.003,J,Diseases of the respiratory system,J52,Pneumonia - variant 003,Pneumonia - variant 003 specific presentation or complication.,pneumonia - variant 003|pneumonia|unspecified,leaf
J60.003,J,Diseases of the respiratory system,J60,Asthma - variant 003,Asthma - variant 003 specific presentation or complication.,asthma - variant 003|asthma|unspecified,leaf
J35.003,J,Diseases of the respiratory system,J35,COPD - variant 003,COPD - variant 003 specific presentation or complication.,copd - variant 003|copd|unspecified,leaf
J18.003,J,Diseases of the respiratory system,J18,Respiratory failure - variant 003,Respiratory failure - variant 003 specific presentation or complication.,respiratory failure - variant 003|respiratory|unspecified,leaf
K13.003,K,Diseases of the digestive system,K13,Gastritis - variant 003,Gastritis - variant 003 specific presentation or complication.,gastritis - variant 003|gastritis|unspecified,leaf
K19.003,K,Diseases of the digestive system,K19,Peptic ulcer - variant 003,Peptic ulcer - variant 003 specific presentation or complication.,peptic ulcer - variant 003|peptic|unspecified,leaf
K26.003,K,Diseases of the digestive system,K26,Liver disease - variant 003,Liver disease - variant 003 specific presentation or complication.,liver disease - variant 003|liver|unspecified,leaf
K20.003,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 003,Pancreatic disorder - variant 003 specific presentation or complication.,pancreatic disorder - variant 003|pancreatic|unspecified,leaf
K36.003,K,Diseases of the digestive system,K36,IBD - variant 003,IBD - variant 003 specific presentation or complication.,ibd - variant 003|ibd|unspecified,leaf
M80.003,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 003,Osteoarthritis - variant 003 specific presentation or complication.,osteoarthritis - variant 003|osteoarthritis|unspecified,leaf
M74.003,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 003,Rheumatoid arthritis - variant 003 specific presentation or complication.,rheumatoid arthritis - variant 003|rheumatoid|unspecified,leaf
M69.003,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 003,Low back pain - variant 003 specific presentation or complication.,low back pain - variant 003|low|unspecified,leaf
M54.003,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 003,Osteoporosis - variant 003 specific presentation or complication.,osteoporosis - variant 003|osteoporosis|unspecified,leaf
N32.003,N,Diseases of the genitourinary system,N32,CKD - variant 003,CKD - variant 003 specific presentation or complication.,ckd - variant 003|ckd|unspecified,leaf
N24.003,N,Diseases of the genitourinary system,N24,UTI - variant 003,UTI - variant 003 specific presentation or complication.,uti - variant 003|uti|unspecified,leaf
N38.003,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 003,Nephrolithiasis - variant 003 specific presentation or complication.,nephrolithiasis - variant 003|nephrolithiasis|unspecified,leaf
N48.003,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 003,Prostate disorder - variant 003 specific presentation or complication.,prostate disorder - variant 003|prostate|unspecified,leaf
N77.003,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 003,Gynecologic disorder - variant 003 specific presentation or complication.,gynecologic disorder - variant 003|gynecologic|unspecified,leaf
A82.004,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 004,Sepsis - variant 004 specific presentation or complication.,sepsis - variant 004|sepsis|unspecified,leaf
A79.004,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 004,Viral infection - variant 004 specific presentation or complication.,viral infection - variant 004|viral|unspecified,leaf
A25.004,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 004,Bacterial infection - variant 004 specific presentation or complication.,bacterial infection - variant 004|bacterial|unspecified,leaf
A26.004,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 004,Mycosis - variant 004 specific presentation or complication.,mycosis - variant 004|mycosis|unspecified,leaf
A73.004,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 004,Parasitic disease - variant 004 specific presentation or complication.,parasitic disease - variant 004|parasitic|unspecified,leaf
C19.004,C,Neoplasms,C19,Malignant neoplasm of organ - variant 004,Malignant neoplasm of organ - variant 004 specific presentation or complication.,malignant neoplasm of organ - variant 004|malignant|unspecified,leaf
C76.004,C,Neoplasms,C76,Benign neoplasm - variant 004,Benign neoplasm - variant 004 specific presentation or complication.,benign neoplasm - variant 004|benign|unspecified,leaf
C23.004,C,Neoplasms,C23,In situ neoplasm - variant 004,In situ neoplasm - variant 004 specific presentation or complication.,in situ neoplasm - variant 004|in|unspecified,leaf
C25.004,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 004,Neoplasm of uncertain behavior - variant 004 specific presentation or complication.,neoplasm of uncertain behavior - variant 004|neoplasm|unspecified,leaf
E25.004,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 004,Type 2 diabetes - variant 004 specific presentation or complication.,type 2 diabetes - variant 004|type|unspecified,leaf
E90.004,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 004,Thyroid disorder - variant 004 specific presentation or complication.,thyroid disorder - variant 004|thyroid|unspecified,leaf
E19.004,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 004,Lipid disorder - variant 004 specific presentation or complication.,lipid disorder - variant 004|lipid|unspecified,leaf
E22.004,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 004,Obesity - variant 004 specific presentation or complication.,obesity - variant 004|obesity|unspecified,leaf
E89.004,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 004,Electrolyte imbalance - variant 004 specific presentation or complication.,electrolyte imbalance - variant 004|electrolyte|unspecified,leaf
F64.004,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 004,Major depressive disorder - variant 004 specific presentation or complication.,major depressive disorder - variant 004|major|unspecified,leaf
F62.004,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 004,Anxiety disorder - variant 004 specific presentation or complication.,anxiety disorder - variant 004|anxiety|unspecified,leaf
F91.004,F,Mental and behavioural disorders,F91,Substance use disorder - variant 004,Substance use disorder - variant 004 specific presentation or complication.,substance use disorder - variant 004|substance|unspecified,leaf
F26.004,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 004,Schizophrenia spectrum - variant 004 specific presentation or complication.,schizophrenia spectrum - variant 004|schizophrenia|unspecified,leaf
G13.004,G,Diseases of the nervous system,G13,Epilepsy - variant 004,Epilepsy - variant 004 specific presentation or complication.,epilepsy - variant 004|epilepsy|unspecified,leaf
G59.004,G,Diseases of the nervous system,G59,Parkinsonism - variant 004,Parkinsonism - variant 004 specific presentation or complication.,parkinsonism - variant 004|parkinsonism|unspecified,leaf
G97.004,G,Diseases of the nervous system,G97,Migraine - variant 004,Migraine - variant 004 specific presentation or complication.,migraine - variant 004|migraine|unspecified,leaf
G64.004,G,Diseases of the nervous system,G64,Neuropathy - variant 004,Neuropathy - variant 004 specific presentation or complication.,neuropathy - variant 004|neuropathy|unspecified,leaf
I37.004,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 004,Hypertensive disease - variant 004 specific presentation or complication.,hypertensive disease - variant 004|hypertensive|unspecified,leaf
I55.004,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 004,Ischemic heart disease - variant 004 specific presentation or complication.,ischemic heart disease - variant 004|ischemic|unspecified,leaf
I38.004,I,Diseases of the circulatory system,I38,Heart failure - variant 004,Heart failure - variant 004 specific presentation or complication.,heart failure - variant 004|heart|unspecified,leaf
I66.004,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 004,Cerebrovascular disease - variant 004 specific presentation or complication.,cerebrovascular disease - variant 004|cerebrovascular|unspecified,leaf
I22.004,I,Diseases of the circulatory system,I22,Arrhythmia - variant 004,Arrhythmia - variant 004 specific presentation or complication.,arrhythmia - variant 004|arrhythmia|unspecified,leaf
J52.004,J,Diseases of the respiratory system,J52,Pneumonia - variant 004,Pneumonia - variant 004 specific presentation or complication.,pneumonia - variant 004|pneumonia|unspecified,leaf
J60.004,J,Diseases of the respiratory system,J60,Asthma - variant 004,Asthma - variant 004 specific presentation or complication.,asthma - variant 004|asthma|unspecified,leaf
J35.004,J,Diseases of the respiratory system,J35,COPD - variant 004,COPD - variant 004 specific presentation or complication.,copd - variant 004|copd|unspecified,leaf
J18.004,J,Diseases of the respiratory system,J18,Respiratory failure - variant 004,Respiratory failure - variant 004 specific presentation or complication.,respiratory failure - variant 004|respiratory|unspecified,leaf
K13.004,K,Diseases of the digestive system,K13,Gastritis - variant 004,Gastritis - variant 004 specific presentation or complication.,gastritis - variant 004|gastritis|unspecified,leaf
K19.004,K,Diseases of the digestive system,K19,Peptic ulcer - variant 004,Peptic ulcer - variant 004 specific presentation or complication.,peptic ulcer - variant 004|peptic|unspecified,leaf
K26.004,K,Diseases of the digestive system,K26,Liver disease - variant 004,Liver disease - variant 004 specific presentation or complication.,liver disease - variant 004|liver|unspecified,leaf
K20.004,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 004,Pancreatic disorder - variant 004 specific presentation or complication.,pancreatic disorder - variant 004|pancreatic|unspecified,leaf
K36.004,K,Diseases of the digestive system,K36,IBD - variant 004,IBD - variant 004 specific presentation or complication.,ibd - variant 004|ibd|unspecified,leaf
